,gene,gene_link,number_of_families,novel_gene,phenotype_class,report_link
1143,PRDM16,https://mygene2.org/MyGene2/variantsbygene?gene=PRDM16,1,,,
1144,PRELID2,https://mygene2.org/MyGene2/variantsbygene?gene=PRELID2,1,,,
1145,PREPL,https://mygene2.org/MyGene2/variantsbygene?gene=PREPL,1,,,
1146,PREX2,https://mygene2.org/MyGene2/variantsbygene?gene=PREX2,1,,,
1147,PRICKLE1,https://mygene2.org/MyGene2/variantsbygene?gene=PRICKLE1,1,,,
1148,PRKCB,https://mygene2.org/MyGene2/variantsbygene?gene=PRKCB,1,,,
1149,PRKCI,https://mygene2.org/MyGene2/variantsbygene?gene=PRKCI,1,,,
1150,PRKG1,https://mygene2.org/MyGene2/variantsbygene?gene=PRKG1,1,,,
1151,PRKRA,https://mygene2.org/MyGene2/variantsbygene?gene=PRKRA,1,,,
1152,PRPH,https://mygene2.org/MyGene2/variantsbygene?gene=PRPH,1,,,
1153,PRRC2C,https://mygene2.org/MyGene2/variantsbygene?gene=PRRC2C,1,,,
1154,PRUNE1,https://mygene2.org/MyGene2/variantsbygene?gene=PRUNE1,1,,,
1155,PRX,https://mygene2.org/MyGene2/variantsbygene?gene=PRX,1,,,
1156,PTH2R,https://mygene2.org/MyGene2/variantsbygene?gene=PTH2R,1,,,
1157,PTPN2,https://mygene2.org/MyGene2/variantsbygene?gene=PTPN2,1,,,
1158,PTPN5,https://mygene2.org/MyGene2/variantsbygene?gene=PTPN5,1,,,
1159,PTPRA,https://mygene2.org/MyGene2/variantsbygene?gene=PTPRA,1,,,
1160,PTPRF,https://mygene2.org/MyGene2/variantsbygene?gene=PTPRF,1,,,
1161,PTPRZ1,https://mygene2.org/MyGene2/variantsbygene?gene=PTPRZ1,1,,,
1162,PUM2,https://mygene2.org/MyGene2/variantsbygene?gene=PUM2,1,,,
1163,PXMP2,https://mygene2.org/MyGene2/variantsbygene?gene=PXMP2,1,,,
1164,PYCR1,https://mygene2.org/MyGene2/variantsbygene?gene=PYCR1,1,,,
1165,PYROXD1,https://mygene2.org/MyGene2/variantsbygene?gene=PYROXD1,1,,,
1166,QDPR,https://mygene2.org/MyGene2/variantsbygene?gene=QDPR,1,,,
1167,QRICH1,https://mygene2.org/MyGene2/variantsbygene?gene=QRICH1,1,,,
1168,RAB3GAP1,https://mygene2.org/MyGene2/variantsbygene?gene=RAB3GAP1,1,,,
1169,RAC3,https://mygene2.org/MyGene2/variantsbygene?gene=RAC3,1,,,
1170,RAD21,https://mygene2.org/MyGene2/variantsbygene?gene=RAD21,1,,,
1171,RAD51,https://mygene2.org/MyGene2/variantsbygene?gene=RAD51,1,,,
1172,RAI14,https://mygene2.org/MyGene2/variantsbygene?gene=RAI14,1,,,
1173,RALBP1,https://mygene2.org/MyGene2/variantsbygene?gene=RALBP1,1,,,
1174,RANBP2,https://mygene2.org/MyGene2/variantsbygene?gene=RANBP2,1,,,
1175,RAPGEF6,https://mygene2.org/MyGene2/variantsbygene?gene=RAPGEF6,1,,,
1176,RAPSN,https://mygene2.org/MyGene2/variantsbygene?gene=RAPSN,1,,,
1177,RARS,https://mygene2.org/MyGene2/variantsbygene?gene=RARS,1,,,
1178,RARS2,https://mygene2.org/MyGene2/variantsbygene?gene=RARS2,1,,,
1179,RASAL1,https://mygene2.org/MyGene2/variantsbygene?gene=RASAL1,1,,,
1180,RASAL3,https://mygene2.org/MyGene2/variantsbygene?gene=RASAL3,1,,,
1181,RBM10,https://mygene2.org/MyGene2/variantsbygene?gene=RBM10,1,,,
1182,RBM27,https://mygene2.org/MyGene2/variantsbygene?gene=RBM27,1,,,
1183,RBM45,https://mygene2.org/MyGene2/variantsbygene?gene=RBM45,1,,,
1184,RECQL5,https://mygene2.org/MyGene2/variantsbygene?gene=RECQL5,1,,,
1185,REEP1,https://mygene2.org/MyGene2/variantsbygene?gene=REEP1,1,,,
1186,RERE,https://mygene2.org/MyGene2/variantsbygene?gene=RERE,1,,,
1187,RGL2,https://mygene2.org/MyGene2/variantsbygene?gene=RGL2,1,,,
1188,RHOBTB3,https://mygene2.org/MyGene2/variantsbygene?gene=RHOBTB3,1,,,
1189,RHOT2,https://mygene2.org/MyGene2/variantsbygene?gene=RHOT2,1,,,
1190,RIT2,https://mygene2.org/MyGene2/variantsbygene?gene=RIT2,1,,,
1191,RMND1,https://mygene2.org/MyGene2/variantsbygene?gene=RMND1,1,,,
1192,RNF112,https://mygene2.org/MyGene2/variantsbygene?gene=RNF112,1,,,
1193,RNF123,https://mygene2.org/MyGene2/variantsbygene?gene=RNF123,1,,,
1194,RNF14,https://mygene2.org/MyGene2/variantsbygene?gene=RNF14,1,,,
1195,ROBO1,https://mygene2.org/MyGene2/variantsbygene?gene=ROBO1,1,,,
1196,ROR2,https://mygene2.org/MyGene2/variantsbygene?gene=ROR2,1,,,
1197,ROS1,https://mygene2.org/MyGene2/variantsbygene?gene=ROS1,1,,,
1198,RP1L1,https://mygene2.org/MyGene2/variantsbygene?gene=RP1L1,1,,,
1199,RPL15,https://mygene2.org/MyGene2/variantsbygene?gene=RPL15,1,,,
1200,RPL31,https://mygene2.org/MyGene2/variantsbygene?gene=RPL31,1,,,
1201,RPL38,https://mygene2.org/MyGene2/variantsbygene?gene=RPL38,1,,,
1202,RPS23,https://mygene2.org/MyGene2/variantsbygene?gene=RPS23,1,,,
1203,RPS26,https://mygene2.org/MyGene2/variantsbygene?gene=RPS26,1,,,
1204,RPS28,https://mygene2.org/MyGene2/variantsbygene?gene=RPS28,1,,,
1205,RPS6KA3,https://mygene2.org/MyGene2/variantsbygene?gene=RPS6KA3,1,,,
1206,RRM2B,https://mygene2.org/MyGene2/variantsbygene?gene=RRM2B,1,,,
1207,RRP7A,https://mygene2.org/MyGene2/variantsbygene?gene=RRP7A,1,,,
1208,RTEL1,https://mygene2.org/MyGene2/variantsbygene?gene=RTEL1,1,,,
1209,RUNX1,https://mygene2.org/MyGene2/variantsbygene?gene=RUNX1,1,,,
1210,RYR2,https://mygene2.org/MyGene2/variantsbygene?gene=RYR2,1,,,
1211,S1PR2,https://mygene2.org/MyGene2/variantsbygene?gene=S1PR2,1,,,
1212,SACS,https://mygene2.org/MyGene2/variantsbygene?gene=SACS,1,,,
1213,SAE1,https://mygene2.org/MyGene2/variantsbygene?gene=SAE1,1,,,
1214,SAG,https://mygene2.org/MyGene2/variantsbygene?gene=SAG,1,,,
1215,SAMM50,https://mygene2.org/MyGene2/variantsbygene?gene=SAMM50,1,,,
1216,SAP30BP,https://mygene2.org/MyGene2/variantsbygene?gene=SAP30BP,1,,,
1217,SAP30L,https://mygene2.org/MyGene2/variantsbygene?gene=SAP30L,1,,,
1218,SBDS,https://mygene2.org/MyGene2/variantsbygene?gene=SBDS,1,,,
1219,SCAF4,https://mygene2.org/MyGene2/variantsbygene?gene=SCAF4,1,,,
1220,SCN3A,https://mygene2.org/MyGene2/variantsbygene?gene=SCN3A,1,,,
1221,SCN7A,https://mygene2.org/MyGene2/variantsbygene?gene=SCN7A,1,,,
1222,SCNN1B,https://mygene2.org/MyGene2/variantsbygene?gene=SCNN1B,1,,,
1223,SDK2,https://mygene2.org/MyGene2/variantsbygene?gene=SDK2,1,,,
1224,SEC14L5,https://mygene2.org/MyGene2/variantsbygene?gene=SEC14L5,1,,,
1225,SEMA4C,https://mygene2.org/MyGene2/variantsbygene?gene=SEMA4C,1,,,
1226,SEMA5B,https://mygene2.org/MyGene2/variantsbygene?gene=SEMA5B,1,,,
1227,SEMA6A,https://mygene2.org/MyGene2/variantsbygene?gene=SEMA6A,1,,,
1228,SEPHS1,https://mygene2.org/MyGene2/variantsbygene?gene=SEPHS1,1,,,
1229,SEPSECS,https://mygene2.org/MyGene2/variantsbygene?gene=SEPSECS,1,,,
1230,SESN2,https://mygene2.org/MyGene2/variantsbygene?gene=SESN2,1,,,
1231,SETD2,https://mygene2.org/MyGene2/variantsbygene?gene=SETD2,1,,,
1232,SETX,https://mygene2.org/MyGene2/variantsbygene?gene=SETX,1,,,
1233,SF3B2,https://mygene2.org/MyGene2/variantsbygene?gene=SF3B2,1,,,
1234,SGCE,https://mygene2.org/MyGene2/variantsbygene?gene=SGCE,1,,,
1235,SGPL1,https://mygene2.org/MyGene2/variantsbygene?gene=SGPL1,1,,,
1236,SGSH,https://mygene2.org/MyGene2/variantsbygene?gene=SGSH,1,,,
1237,SHANK3,https://mygene2.org/MyGene2/variantsbygene?gene=SHANK3,1,,,
1238,SHH,https://mygene2.org/MyGene2/variantsbygene?gene=SHH,1,,,
1239,SHKBP1,https://mygene2.org/MyGene2/variantsbygene?gene=SHKBP1,1,,,
1240,SIN3A,https://mygene2.org/MyGene2/variantsbygene?gene=SIN3A,1,,,
1241,SIRPG,https://mygene2.org/MyGene2/variantsbygene?gene=SIRPG,1,,,
1242,SKI,https://mygene2.org/MyGene2/variantsbygene?gene=SKI,1,,,
1243,SLC10A2,https://mygene2.org/MyGene2/variantsbygene?gene=SLC10A2,1,,,
1244,SLC12A1,https://mygene2.org/MyGene2/variantsbygene?gene=SLC12A1,1,,,
1245,SLC12A6,https://mygene2.org/MyGene2/variantsbygene?gene=SLC12A6,1,,,
1246,SLC13A5,https://mygene2.org/MyGene2/variantsbygene?gene=SLC13A5,1,,,
1247,SLC16A5,https://mygene2.org/MyGene2/variantsbygene?gene=SLC16A5,1,,,
1248,SLC22A31,https://mygene2.org/MyGene2/variantsbygene?gene=SLC22A31,1,,,
1249,SLC25A19,https://mygene2.org/MyGene2/variantsbygene?gene=SLC25A19,1,,,
1250,SLC25A24,https://mygene2.org/MyGene2/variantsbygene?gene=SLC25A24,1,,,
1251,SLC26A4,https://mygene2.org/MyGene2/variantsbygene?gene=SLC26A4,1,,,
1252,SLC27A5,https://mygene2.org/MyGene2/variantsbygene?gene=SLC27A5,1,,,
1253,SLC2A1,https://mygene2.org/MyGene2/variantsbygene?gene=SLC2A1,1,,,
1254,SLC2A11,https://mygene2.org/MyGene2/variantsbygene?gene=SLC2A11,1,,,
1255,SLC2A9,https://mygene2.org/MyGene2/variantsbygene?gene=SLC2A9,1,,,
1256,SLC35A1,https://mygene2.org/MyGene2/variantsbygene?gene=SLC35A1,1,,,
1257,SLC35A2,https://mygene2.org/MyGene2/variantsbygene?gene=SLC35A2,1,,,
1258,SLC35B4,https://mygene2.org/MyGene2/variantsbygene?gene=SLC35B4,1,,,
1259,SLC37A1,https://mygene2.org/MyGene2/variantsbygene?gene=SLC37A1,1,,,
1260,SLC37A4,https://mygene2.org/MyGene2/variantsbygene?gene=SLC37A4,1,,,
1261,SLC38A8,https://mygene2.org/MyGene2/variantsbygene?gene=SLC38A8,1,,,
1262,SLC3A2,https://mygene2.org/MyGene2/variantsbygene?gene=SLC3A2,1,,,
1263,SLC4A10,https://mygene2.org/MyGene2/variantsbygene?gene=SLC4A10,1,,,
1264,SLC4A2,https://mygene2.org/MyGene2/variantsbygene?gene=SLC4A2,1,,,
1265,SLC6A4,https://mygene2.org/MyGene2/variantsbygene?gene=SLC6A4,1,,,
1266,SLC7A8,https://mygene2.org/MyGene2/variantsbygene?gene=SLC7A8,1,,,
1267,SLCO5A1,https://mygene2.org/MyGene2/variantsbygene?gene=SLCO5A1,1,,,
1268,SLIT1,https://mygene2.org/MyGene2/variantsbygene?gene=SLIT1,1,,,
1269,SLITRK4,https://mygene2.org/MyGene2/variantsbygene?gene=SLITRK4,1,,,
1270,SMAD2,https://mygene2.org/MyGene2/variantsbygene?gene=SMAD2,1,,,
1271,SMAD3,https://mygene2.org/MyGene2/variantsbygene?gene=SMAD3,1,,,
1272,SMAD5,https://mygene2.org/MyGene2/variantsbygene?gene=SMAD5,1,,,
1273,SMC3,https://mygene2.org/MyGene2/variantsbygene?gene=SMC3,1,,,
1274,SMCR8,https://mygene2.org/MyGene2/variantsbygene?gene=SMCR8,1,,,
1275,SMG6,https://mygene2.org/MyGene2/variantsbygene?gene=SMG6,1,,,
1276,SMPD4,https://mygene2.org/MyGene2/variantsbygene?gene=SMPD4,1,,,
1277,SNAP25,https://mygene2.org/MyGene2/variantsbygene?gene=SNAP25,1,,,
1278,SNAPC1,https://mygene2.org/MyGene2/variantsbygene?gene=SNAPC1,1,,,
1279,SND1,https://mygene2.org/MyGene2/variantsbygene?gene=SND1,1,,,
1280,SNORA36,https://mygene2.org/MyGene2/variantsbygene?gene=SNORA36,1,,,
1281,SNPH,https://mygene2.org/MyGene2/variantsbygene?gene=SNPH,1,,,
1282,SOCS1,https://mygene2.org/MyGene2/variantsbygene?gene=SOCS1,1,,,
1283,SOS1,https://mygene2.org/MyGene2/variantsbygene?gene=SOS1,1,,,
1284,SOX17,https://mygene2.org/MyGene2/variantsbygene?gene=SOX17,1,,,
1285,SOX2,https://mygene2.org/MyGene2/variantsbygene?gene=SOX2,1,,,
1286,SOX4,https://mygene2.org/MyGene2/variantsbygene?gene=SOX4,1,,,
1287,SOX9,https://mygene2.org/MyGene2/variantsbygene?gene=SOX9,1,,,
1288,SP7,https://mygene2.org/MyGene2/variantsbygene?gene=SP7,1,,,
1289,SPAST,https://mygene2.org/MyGene2/variantsbygene?gene=SPAST,1,,,
1290,SPATA3,https://mygene2.org/MyGene2/variantsbygene?gene=SPATA3,1,,,
1291,SPATS1,https://mygene2.org/MyGene2/variantsbygene?gene=SPATS1,1,,,
1292,SPINK1,https://mygene2.org/MyGene2/variantsbygene?gene=SPINK1,1,,,
1293,SPIRE2,https://mygene2.org/MyGene2/variantsbygene?gene=SPIRE2,1,,,
1294,SPR,https://mygene2.org/MyGene2/variantsbygene?gene=SPR,1,,,
1295,SPRED2,https://mygene2.org/MyGene2/variantsbygene?gene=SPRED2,1,,,
1296,SPRY4,https://mygene2.org/MyGene2/variantsbygene?gene=SPRY4,1,,,
1297,SPTA1,https://mygene2.org/MyGene2/variantsbygene?gene=SPTA1,1,,,
1298,SPTB,https://mygene2.org/MyGene2/variantsbygene?gene=SPTB,1,,,
1299,SRD5A3,https://mygene2.org/MyGene2/variantsbygene?gene=SRD5A3,1,,,
1300,SRGAP3,https://mygene2.org/MyGene2/variantsbygene?gene=SRGAP3,1,,,
1301,SRRM2,https://mygene2.org/MyGene2/variantsbygene?gene=SRRM2,1,,,
1302,SRSF6,https://mygene2.org/MyGene2/variantsbygene?gene=SRSF6,1,,,
1303,SSR3,https://mygene2.org/MyGene2/variantsbygene?gene=SSR3,1,,,
1304,SSR4,https://mygene2.org/MyGene2/variantsbygene?gene=SSR4,1,,,
1305,STAMBP,https://mygene2.org/MyGene2/variantsbygene?gene=STAMBP,1,,,
1306,STAT1,https://mygene2.org/MyGene2/variantsbygene?gene=STAT1,1,,,
1307,STXBP1,https://mygene2.org/MyGene2/variantsbygene?gene=STXBP1,1,,,
1308,STXBP4,https://mygene2.org/MyGene2/variantsbygene?gene=STXBP4,1,,,
1309,SULF1,https://mygene2.org/MyGene2/variantsbygene?gene=SULF1,1,,,
1310,SURF2,https://mygene2.org/MyGene2/variantsbygene?gene=SURF2,1,,,
1311,SYDE1,https://mygene2.org/MyGene2/variantsbygene?gene=SYDE1,1,,,
1312,SYNE2,https://mygene2.org/MyGene2/variantsbygene?gene=SYNE2,1,,,
1313,SYNGR3,https://mygene2.org/MyGene2/variantsbygene?gene=SYNGR3,1,,,
1314,SYNJ2,https://mygene2.org/MyGene2/variantsbygene?gene=SYNJ2,1,,,
1315,SYT4,https://mygene2.org/MyGene2/variantsbygene?gene=SYT4,1,,,
1316,SYT7,https://mygene2.org/MyGene2/variantsbygene?gene=SYT7,1,,,
1317,SYTL3,https://mygene2.org/MyGene2/variantsbygene?gene=SYTL3,1,,,
1318,SYTL5,https://mygene2.org/MyGene2/variantsbygene?gene=SYTL5,1,,,
1319,SZT2,https://mygene2.org/MyGene2/variantsbygene?gene=SZT2,1,,,
1320,TAB2,https://mygene2.org/MyGene2/variantsbygene?gene=TAB2,1,,,
1321,TAF1,https://mygene2.org/MyGene2/variantsbygene?gene=TAF1,1,,,
1322,TALDO1,https://mygene2.org/MyGene2/variantsbygene?gene=TALDO1,1,,,
1323,TAP2,https://mygene2.org/MyGene2/variantsbygene?gene=TAP2,1,,,
1324,TBC1D24,https://mygene2.org/MyGene2/variantsbygene?gene=TBC1D24,1,,,
1325,TBC1D32,https://mygene2.org/MyGene2/variantsbygene?gene=TBC1D32,1,,,
1326,TBC1D8B,https://mygene2.org/MyGene2/variantsbygene?gene=TBC1D8B,1,,,
1327,TBC1D9,https://mygene2.org/MyGene2/variantsbygene?gene=TBC1D9,1,,,
1328,TBCB,https://mygene2.org/MyGene2/variantsbygene?gene=TBCB,1,,,
1329,TBR1,https://mygene2.org/MyGene2/variantsbygene?gene=TBR1,1,,,
1330,TBRG1,https://mygene2.org/MyGene2/variantsbygene?gene=TBRG1,1,,,
1331,TBX3,https://mygene2.org/MyGene2/variantsbygene?gene=TBX3,1,,,
1332,TBX6,https://mygene2.org/MyGene2/variantsbygene?gene=TBX6,1,,,
1333,TCEAL1,https://mygene2.org/MyGene2/variantsbygene?gene=TCEAL1,1,,,
1334,TCF3,https://mygene2.org/MyGene2/variantsbygene?gene=TCF3,1,,,
1335,TCF7L2,https://mygene2.org/MyGene2/variantsbygene?gene=TCF7L2,1,,,
1336,TCHH,https://mygene2.org/MyGene2/variantsbygene?gene=TCHH,1,,,
1337,TCN2,https://mygene2.org/MyGene2/variantsbygene?gene=TCN2,1,,,
1338,TCP10,https://mygene2.org/MyGene2/variantsbygene?gene=TCP10,1,,,
1339,TCTEX1D2,https://mygene2.org/MyGene2/variantsbygene?gene=TCTEX1D2,1,,,
1340,TCTN1,https://mygene2.org/MyGene2/variantsbygene?gene=TCTN1,1,,,
1341,TCTN3,https://mygene2.org/MyGene2/variantsbygene?gene=TCTN3,1,,,
1342,TET2,https://mygene2.org/MyGene2/variantsbygene?gene=TET2,1,,,
1343,TFE3,https://mygene2.org/MyGene2/variantsbygene?gene=TFE3,1,,,
1344,TG,https://mygene2.org/MyGene2/variantsbygene?gene=TG,1,,,
1345,TGFB2,https://mygene2.org/MyGene2/variantsbygene?gene=TGFB2,1,,,
1346,TGFBR2,https://mygene2.org/MyGene2/variantsbygene?gene=TGFBR2,1,,,
1347,TGM1,https://mygene2.org/MyGene2/variantsbygene?gene=TGM1,1,,,
1348,THAP12,https://mygene2.org/MyGene2/variantsbygene?gene=THAP12,1,,,
1349,THAP7,https://mygene2.org/MyGene2/variantsbygene?gene=THAP7,1,,,
1350,THBD,https://mygene2.org/MyGene2/variantsbygene?gene=THBD,1,,,
1351,THBS1,https://mygene2.org/MyGene2/variantsbygene?gene=THBS1,1,,,
1352,THOC6,https://mygene2.org/MyGene2/variantsbygene?gene=THOC6,1,,,
1353,THRAP3,https://mygene2.org/MyGene2/variantsbygene?gene=THRAP3,1,,,
1354,TIE1,https://mygene2.org/MyGene2/variantsbygene?gene=TIE1,1,,,
1355,TIGD1,https://mygene2.org/MyGene2/variantsbygene?gene=TIGD1,1,,,
1356,TIMM23,https://mygene2.org/MyGene2/variantsbygene?gene=TIMM23,1,,,
1357,TJP1,https://mygene2.org/MyGene2/variantsbygene?gene=TJP1,1,,,
1358,TKT,https://mygene2.org/MyGene2/variantsbygene?gene=TKT,1,,,
1359,TLE4,https://mygene2.org/MyGene2/variantsbygene?gene=TLE4,1,,,
1360,TLN1,https://mygene2.org/MyGene2/variantsbygene?gene=TLN1,1,,,
1361,TLR7,https://mygene2.org/MyGene2/variantsbygene?gene=TLR7,1,,,
1362,TMCO2,https://mygene2.org/MyGene2/variantsbygene?gene=TMCO2,1,,,
1363,TMEM108,https://mygene2.org/MyGene2/variantsbygene?gene=TMEM108,1,,,
1364,TMEM138,https://mygene2.org/MyGene2/variantsbygene?gene=TMEM138,1,,,
1365,TMEM165,https://mygene2.org/MyGene2/variantsbygene?gene=TMEM165,1,,,
1366,TMEM218,https://mygene2.org/MyGene2/variantsbygene?gene=TMEM218,1,,,
1367,TMEM237,https://mygene2.org/MyGene2/variantsbygene?gene=TMEM237,1,,,
1368,TMEM35A,https://mygene2.org/MyGene2/variantsbygene?gene=TMEM35A,1,,,
1369,TMEM38B,https://mygene2.org/MyGene2/variantsbygene?gene=TMEM38B,1,,,
1370,TMEM39B,https://mygene2.org/MyGene2/variantsbygene?gene=TMEM39B,1,,,
1371,TMEM8B,https://mygene2.org/MyGene2/variantsbygene?gene=TMEM8B,1,,,
1372,TMEM94,https://mygene2.org/MyGene2/variantsbygene?gene=TMEM94,1,,,
1373,TNFAIP3,https://mygene2.org/MyGene2/variantsbygene?gene=TNFAIP3,1,,,
1374,TNFRSF13B,https://mygene2.org/MyGene2/variantsbygene?gene=TNFRSF13B,1,,,
1375,TNFRSF6B,https://mygene2.org/MyGene2/variantsbygene?gene=TNFRSF6B,1,,,
1376,TNPO2,https://mygene2.org/MyGene2/variantsbygene?gene=TNPO2,1,,,
1377,TOE1,https://mygene2.org/MyGene2/variantsbygene?gene=TOE1,1,,,
1378,TOMM40,https://mygene2.org/MyGene2/variantsbygene?gene=TOMM40,1,,,
1379,TOP2B,https://mygene2.org/MyGene2/variantsbygene?gene=TOP2B,1,,,
1380,TP53BP1,https://mygene2.org/MyGene2/variantsbygene?gene=TP53BP1,1,,,
1381,TPX2,https://mygene2.org/MyGene2/variantsbygene?gene=TPX2,1,,,
1382,TRAF3IP1,https://mygene2.org/MyGene2/variantsbygene?gene=TRAF3IP1,1,,,
1383,TRAF7,https://mygene2.org/MyGene2/variantsbygene?gene=TRAF7,1,,,
1384,TRAPPC10,https://mygene2.org/MyGene2/variantsbygene?gene=TRAPPC10,1,,,
1385,TRAPPC5,https://mygene2.org/MyGene2/variantsbygene?gene=TRAPPC5,1,,,
1386,TRAPPC9,https://mygene2.org/MyGene2/variantsbygene?gene=TRAPPC9,1,,,
1387,TRIM35,https://mygene2.org/MyGene2/variantsbygene?gene=TRIM35,1,,,
1388,TRIO,https://mygene2.org/MyGene2/variantsbygene?gene=TRIO,1,,,
1389,TRIOBP,https://mygene2.org/MyGene2/variantsbygene?gene=TRIOBP,1,,,
1390,TRIP11,https://mygene2.org/MyGene2/variantsbygene?gene=TRIP11,1,,,
1391,TRIP12,https://mygene2.org/MyGene2/variantsbygene?gene=TRIP12,1,,,
1392,TRNT1,https://mygene2.org/MyGene2/variantsbygene?gene=TRNT1,1,,,
1393,TRPC4,https://mygene2.org/MyGene2/variantsbygene?gene=TRPC4,1,,,
1394,TRPM1,https://mygene2.org/MyGene2/variantsbygene?gene=TRPM1,1,,,
1395,TRPM6,https://mygene2.org/MyGene2/variantsbygene?gene=TRPM6,1,,,
1396,TRPV4,https://mygene2.org/MyGene2/variantsbygene?gene=TRPV4,1,,,
1397,TRRAP,https://mygene2.org/MyGene2/variantsbygene?gene=TRRAP,1,,,
1398,TSC1,https://mygene2.org/MyGene2/variantsbygene?gene=TSC1,1,,,
1399,TSEN54,https://mygene2.org/MyGene2/variantsbygene?gene=TSEN54,1,,,
1400,TSFM,https://mygene2.org/MyGene2/variantsbygene?gene=TSFM,1,,,
1401,TSHZ3,https://mygene2.org/MyGene2/variantsbygene?gene=TSHZ3,1,,,
1402,TSPAN32,https://mygene2.org/MyGene2/variantsbygene?gene=TSPAN32,1,,,
1403,TSPAN4,https://mygene2.org/MyGene2/variantsbygene?gene=TSPAN4,1,,,
1404,TSR2,https://mygene2.org/MyGene2/variantsbygene?gene=TSR2,1,,,
1405,TTC3,https://mygene2.org/MyGene2/variantsbygene?gene=TTC3,1,,,
1406,TTC39A,https://mygene2.org/MyGene2/variantsbygene?gene=TTC39A,1,,,
1407,TTC7A,https://mygene2.org/MyGene2/variantsbygene?gene=TTC7A,1,,,
1408,TTC7B,https://mygene2.org/MyGene2/variantsbygene?gene=TTC7B,1,,,
1409,TTI1,https://mygene2.org/MyGene2/variantsbygene?gene=TTI1,1,,,
1410,TTL,https://mygene2.org/MyGene2/variantsbygene?gene=TTL,1,,,
1411,TTLL10,https://mygene2.org/MyGene2/variantsbygene?gene=TTLL10,1,,,
1412,TTLL8,https://mygene2.org/MyGene2/variantsbygene?gene=TTLL8,1,,,
1413,TTLL9,https://mygene2.org/MyGene2/variantsbygene?gene=TTLL9,1,,,
1414,TUBB3,https://mygene2.org/MyGene2/variantsbygene?gene=TUBB3,1,,,
1415,TUBB6,https://mygene2.org/MyGene2/variantsbygene?gene=TUBB6,1,,,
1416,TUBE1,https://mygene2.org/MyGene2/variantsbygene?gene=TUBE1,1,,,
1417,TUBG1,https://mygene2.org/MyGene2/variantsbygene?gene=TUBG1,1,,,
1418,TUBGCP2,https://mygene2.org/MyGene2/variantsbygene?gene=TUBGCP2,1,,,
1419,U2SURP,https://mygene2.org/MyGene2/variantsbygene?gene=U2SURP,1,,,
1420,UBA2,https://mygene2.org/MyGene2/variantsbygene?gene=UBA2,1,,,
1421,UBA5,https://mygene2.org/MyGene2/variantsbygene?gene=UBA5,1,,,
1422,UBC,https://mygene2.org/MyGene2/variantsbygene?gene=UBC,1,,,
1423,UBE2A,https://mygene2.org/MyGene2/variantsbygene?gene=UBE2A,1,,,
1424,UBE2K,https://mygene2.org/MyGene2/variantsbygene?gene=UBE2K,1,,,
1425,UCHL1,https://mygene2.org/MyGene2/variantsbygene?gene=UCHL1,1,,,
1426,UGDH,https://mygene2.org/MyGene2/variantsbygene?gene=UGDH,1,,,
1427,UGT2A1,https://mygene2.org/MyGene2/variantsbygene?gene=UGT2A1,1,,,
1428,UHRF1BP1L,https://mygene2.org/MyGene2/variantsbygene?gene=UHRF1BP1L,1,,,
1429,UNC13A,https://mygene2.org/MyGene2/variantsbygene?gene=UNC13A,1,,,
1430,UNC13B,https://mygene2.org/MyGene2/variantsbygene?gene=UNC13B,1,,,
1431,UPF1,https://mygene2.org/MyGene2/variantsbygene?gene=UPF1,1,,,
1432,UPF3B,https://mygene2.org/MyGene2/variantsbygene?gene=UPF3B,1,,,
1433,UPK2,https://mygene2.org/MyGene2/variantsbygene?gene=UPK2,1,,,
1434,UQCC3,https://mygene2.org/MyGene2/variantsbygene?gene=UQCC3,1,,,
1435,UQCRH,https://mygene2.org/MyGene2/variantsbygene?gene=UQCRH,1,,,
1436,URB1,https://mygene2.org/MyGene2/variantsbygene?gene=URB1,1,,,
1437,USB1,https://mygene2.org/MyGene2/variantsbygene?gene=USB1,1,,,
1438,USH1G,https://mygene2.org/MyGene2/variantsbygene?gene=USH1G,1,,,
1439,USP1,https://mygene2.org/MyGene2/variantsbygene?gene=USP1,1,,,
1440,USP53,https://mygene2.org/MyGene2/variantsbygene?gene=USP53,1,,,
1441,USP8,https://mygene2.org/MyGene2/variantsbygene?gene=USP8,1,,,
1442,UVRAG,https://mygene2.org/MyGene2/variantsbygene?gene=UVRAG,1,,,
1443,VASH1,https://mygene2.org/MyGene2/variantsbygene?gene=VASH1,1,,,
1444,VCAM1,https://mygene2.org/MyGene2/variantsbygene?gene=VCAM1,1,,,
1445,VEGFB,https://mygene2.org/MyGene2/variantsbygene?gene=VEGFB,1,,,
1446,VEZF1,https://mygene2.org/MyGene2/variantsbygene?gene=VEZF1,1,,,
1447,VGLL2,https://mygene2.org/MyGene2/variantsbygene?gene=VGLL2,1,,,
1448,VIPR1,https://mygene2.org/MyGene2/variantsbygene?gene=VIPR1,1,,,
1449,VPS13D,https://mygene2.org/MyGene2/variantsbygene?gene=VPS13D,1,,,
1450,VPS54,https://mygene2.org/MyGene2/variantsbygene?gene=VPS54,1,,,
1451,VRK1,https://mygene2.org/MyGene2/variantsbygene?gene=VRK1,1,,,
1452,VSIG4,https://mygene2.org/MyGene2/variantsbygene?gene=VSIG4,1,,,
1453,WDR27,https://mygene2.org/MyGene2/variantsbygene?gene=WDR27,1,,,
1454,WDR35,https://mygene2.org/MyGene2/variantsbygene?gene=WDR35,1,,,
